calendar_source_line,calendar_class_date,calendar_start_time,calendar_end_time,calendar_location_text,calendar_class_title_text,calendar_teacher_text,calendar_reserved_count,calendar_capacity,calendar_fill_rate,drive_source_cell,drive_location_text,drive_class_title_text,drive_instructor_text,drive_capacity,match_score,match_status,capacity_difference,needs_review
351,2026-04-30,18:30,19:30,시이작,땀나는 빈야사 (준형),준형,4,5,0.8,R35C4,시이작,땀나는 빈야사(60분),준형,4,100.0,matched_capacity_mismatch,1,True
353,2026-04-30,19:00,20:00,마이트리,테라피 (준아),준아,5,5,1.0,R39C4,마이트리,테라피 (60분),준아 -정원5명,5,100.0,matched_same_capacity,0,False
355,2026-04-30,19:30,20:30,숨 명상센터,마음의 평온을 찾는 호흡명상 (수지),수지,8,8,1.0,R40C4,숨명상센터,숙면을 위한 바디스캔 (60분),숨명상센터 수지 (정원 8명),8,40.0,low_confidence_match,0,True
357,2026-04-30,19:30,20:40,빅블루요가,정렬 에센스 (환),환,9,9,1.0,R40C4,숨명상센터,숙면을 위한 바디스캔 (60분),숨명상센터 수지 (정원 8명),8,17.65,low_confidence_match,1,True
359,2026-04-30,19:50,20:50,시이작,땀나는 아쉬탕가 (준형),준형,4,4,1.0,R41C4,시이작,땀나는 아쉬탕가(60분),준형,4,100.0,matched_same_capacity,0,False
361,2026-04-30,20:00,21:00,마인드플로우,비기너요가 (유미),유미,6,6,1.0,R42C4,마인드플로우,비기너요가(60분),유미 정원 10명,10,100.0,matched_capacity_mismatch,-4,True
363,2026-04-30,20:30,21:30,마이트리,빈야사 어드밴스 (준아),준아,4,5,0.8,R43C4,마이트리,빈야사 어드밴스(60분),준아 -정원5명,5,100.0,matched_same_capacity,0,False
421,2026-05-01,08:45,09:45,시이작,땀나는 빈야사 (준형),준형,5,5,1.0,R27C5,시이작,땀나는 빈야사(60분),준형,4,100.0,matched_capacity_mismatch,1,True
423,2026-05-01,10:00,11:00,대저택프라이빗,친해지고 싶은 사람과 함께 하는 파트너링 요가 (예진),예진,6,6,1.0,R28C5,바운드하우스| 대저택 프라이빗,친해지고 싶은 사람과 함께 하는 파트너링 요가(60분),시이작 예진,15,87.5,matched_capacity_mismatch,-9,True
425,2026-05-01,10:00,11:20,빅블루요가,정렬 에센스 (환),환,7,7,1.0,R29C5,빅블루요가,정렬 에센스 : 하체의 견고한 토대 (80분),빅블루요가 : 환 (정원 5명),5,100.0,matched_capacity_mismatch,2,True
427,2026-05-01,10:30,11:30,마인드플로우,비기너요가 (유미),유미,10,10,1.0,R30C5,마인드플로우,비기너요가(60분),유미 정원 10명,10,100.0,matched_same_capacity,0,False
429,2026-05-01,11:50,12:50,마이트리,하타 (지바나),지바나,5,8,0.625,R31C5,마이트리,하타(60분),지바나 -정원5명,5,100.0,matched_capacity_mismatch,3,True
431,2026-05-01,12:00,13:00,대저택프라이빗,연결하는 사운드 배스 (시현),시현,10,10,1.0,R32C5,바운드하우스| 대저택 프라이빗,연결하는 사운드 배스(60분),무릉,15,73.08,matched_capacity_mismatch,-5,True
433,2026-05-01,12:00,13:00,대저택프라이빗,Deep Rest 인요가 & 핸드팬 사운드 (준형),준형,5,5,1.0,R32C5,바운드하우스| 대저택 프라이빗,연결하는 사운드 배스(60분),무릉,15,35.48,low_confidence_match,-10,True
435,2026-05-01,13:30,15:00,빅블루요가|연희스페셜,정렬 인텐시브: 고관절 집중 (환),환,8,8,1.0,R33C5,빅블루요가,정렬 인텐시브 : 고관절 집중 (90분),환 (정원 5명),5,100.0,matched_capacity_mismatch,3,True
437,2026-05-01,14:00,15:00,너울너울,소매틱뮤직 'Handpan Doodle' (미지수),미지수,6,6,1.0,R34C5,너울너울,"소매틱뮤직,‘Handpan Doodle’ (60분)",미지수 정원 5명,5,100.0,matched_capacity_mismatch,1,True
439,2026-05-01,17:00,18:00,대저택프라이빗,단단하게 뿌리 내리며 자유롭게 흐르는 빈야사 (유미),유미,8,8,1.0,,,,,,0.0,no_drive_candidate_same_time,,True
441,2026-05-01,17:00,18:00,대저택프라이빗,Deep Rest 인요가 & 핸드팬 사운드 (준형),준형,9,9,1.0,,,,,,0.0,no_drive_candidate_same_time,,True
443,2026-05-01,18:30,19:30,마인드플로우,하타요가 (고은),고은,10,10,1.0,R37C5,마인드플로우,하타요가(60분),고은,10,100.0,matched_same_capacity,0,False
445,2026-05-01,18:30,19:30,시이작,다독이는 인요가 (예진),예진,4,4,1.0,R36C5,시이작,다독이는 인요가(60분),예진 정원 4명,4,100.0,matched_same_capacity,0,False
447,2026-05-01,19:00,20:00,대저택프라이빗,핸드팬 사운드스케이프 ‘일렁’ <Illung> (미지수),미지수,10,10,1.0,R39C5,바운드하우스| 대저택 프라이빗,핸드팬 사운드스케이프 ‘일렁’ <Illung>(60분),미지수,15,89.19,matched_capacity_mismatch,-5,True
449,2026-05-01,19:00,20:00,마이트리,아쉬탕가 (연우),연우,5,5,1.0,R38C5,마이트리,아쉬탕가 (60분),연우 -정원5명,5,100.0,matched_same_capacity,0,False
451,2026-05-01,19:50,20:50,시이작,땀나는 빈야사 (준형),준형,4,4,1.0,R40C5,시이작,땀나는 빈야사(60분),준형,4,100.0,matched_same_capacity,0,False
453,2026-05-01,20:00,21:00,마인드플로우,빈야사요가 (고은),고은,9,10,0.9,R41C5,마인드플로우,빈야사요가(60분),고은 정원 10명,10,100.0,matched_same_capacity,0,False
455,2026-05-01,20:30,21:30,마이트리,테라피 (연우),연우,5,5,1.0,R42C5,마이트리,테라피 (60분),연우 -정원5명,5,100.0,matched_same_capacity,0,False
459,2026-05-02,10:00,11:00,비전스트롤 콜라보|옥상요가,커피와 요가 (준형),준형,10,10,1.0,R29C6,카페비전스트롤콜라보 | 옥상요가,커피와 요가,비전스트롤 옥상 시이작 박준형,10,82.93,matched_same_capacity,0,False
461,2026-05-02,10:00,11:20,빅블루요가,정렬 에센스 (환),환,7,7,1.0,R28C6,빅블루요가,정렬 에센스 : 도구를 활용한,환 (정원 5명),5,100.0,matched_capacity_mismatch,2,True
463,2026-05-02,11:00,12:00,마이트리,빈야사 (성욱),성욱,5,5,1.0,R30C6,마이트리,빈야사 (60분),성욱 - 정원5명,5,100.0,matched_same_capacity,0,False
465,2026-05-02,11:00,12:00,무릉,티마인드풀니스 세션 (시현),시현,5,5,1.0,R30C6,마이트리,빈야사 (60분),성욱 - 정원5명,5,18.75,low_confidence_match,0,True
467,2026-05-02,13:30,15:00,빅블루요가|연희스페셜,정렬 인텐시브: 견갑골 집중 (환),환,9,9,1.0,R31C6,빅블루요가,정렬 인텐시브 : 견갑골 집중(90분),환 (정원 5명),5,100.0,matched_capacity_mismatch,4,True
469,2026-05-02,14:00,15:00,대저택프라이빗,Deep Rest 인요가 & 핸드팬 사운드 (준형),준형,10,10,1.0,R32C6,마이트리,독서와 요가(70분),성욱 정원 15명,15,30.19,low_confidence_match,-5,True
471,2026-05-02,14:00,15:00,무릉,티마인드풀니스 세션 (시현),시현,5,5,1.0,R32C6,마이트리,독서와 요가(70분),성욱 정원 15명,15,16.22,low_confidence_match,-10,True
473,2026-05-02,14:00,15:10,마이트리|연희스페셜,독서와 요가 (성욱),성욱,15,15,1.0,R32C6,마이트리,독서와 요가(70분),성욱 정원 15명,15,82.35,matched_same_capacity,0,False
475,2026-05-02,16:00,17:00,마이트리|연희스페셜,올레벨 빈야사 (한석완),한석완,20,20,1.0,R33C6,마이트리,올레벨 빈야사(60분),마이트리 한석원,20,85.71,matched_same_capacity,0,False
479,2026-05-03,10:30,11:40,숨명상센터,안산 트레킹 오감 명상 (수지),수지,5,8,0.625,R27C7,,(봄날야외명상) 안산 트레킹 오감 명상 (70분),안산 집결지 : 숨명상센터 수지 (정원 8명),8,100.0,matched_same_capacity,0,False
481,2026-05-03,11:00,12:00,마이트리|연희스페셜,Root to Rise (Vinyasa) (다혜),다혜,20,20,1.0,R28C7,마이트리,올레벨 빈야사(60분),임다혜,20,42.86,low_confidence_match,0,True
483,2026-05-03,11:00,12:00,무릉,티마인드풀니스 세션 (시현),시현,5,5,1.0,R28C7,마이트리,올레벨 빈야사(60분),임다혜,20,18.75,low_confidence_match,-15,True
485,2026-05-03,12:30,13:45,마이트리|연희스페셜,꽁샘과 도전하는 에카파다라자카포타 (꽁쌤),꽁쌤,20,20,1.0,,,,,,0.0,no_drive_candidate_same_time,,True
487,2026-05-03,13:00,15:00,시이작|연희스페셜,"TCI 기질검사로 나를 이해하고, ‘긍정감자’ 키링 만들기 (진원)",진원,10,10,1.0,R29C7,연희위크 스페셜|시이작,"TCI 기질검사로 나를 이해하고,",시이작 : 진원,10,84.21,matched_same_capacity,0,False
489,2026-05-03,14:00,15:00,무릉,티마인드풀니스 세션 (시현),시현,5,5,1.0,,,,,,0.0,no_drive_candidate_same_time,,True
491,2026-05-03,17:00,18:00,무릉,티마인드풀니스 세션,,5,5,1.0,,,,,,0.0,no_drive_candidate_same_time,,True
493,2026-05-03,17:00,18:30,시이작|연희스페셜,마인드풀 러닝 Breath & Flow: 움직이는 명상 (의준),의준,12,15,0.8,,,,,,0.0,no_drive_candidate_same_time,,True
495,2026-05-03,19:50,21:20,시이작,땀나는 하타 (수인),수인,5,5,1.0,R31C7,시이작,땀나는 하타(90분),시이작 수인,5,100.0,matched_same_capacity,0,False
499,2026-05-04,07:00,08:30,시이작,아쉬탕가 풀프라이머리 (준형),준형,5,5,1.0,R48C1,시이작,아쉬탕가 풀프라이머리(90분),준형,4,100.0,matched_capacity_mismatch,1,True
501,2026-05-04,10:00,11:20,빅블루요가,정렬 에센스 (환),환,6,7,0.8571,R49C1,빅블루요가,정렬 에센스(80분),환 (정원 5명),5,100.0,matched_capacity_mismatch,2,True
503,2026-05-04,10:30,11:30,마인드플로우,비기너요가 (유미),유미,7,7,1.0,R50C1,마인드플로우,비기너요가(60분),유미,10,100.0,matched_capacity_mismatch,-3,True
505,2026-05-04,11:00,12:00,무릉,티마인드풀니스 세션 (시현),시현,1,5,0.2,,,,,,0.0,no_drive_candidate_same_time,,True
507,2026-05-04,11:50,12:50,마이트리,테라피 (도운),도운,5,5,1.0,R51C1,마이트리,테라피(60분),성욱 -정원 5명,5,84.21,matched_same_capacity,0,False
509,2026-05-04,18:30,19:30,마인드플로우,비기너요가 (유미),유미,4,6,0.6667,R53C1,마인드플로우,비기너요가(60분),유미,10,100.0,matched_capacity_mismatch,-4,True
511,2026-05-04,18:30,19:30,시이작,깨어나는 하타 (준호),준호,4,4,1.0,R52C1,시이작,깨어나는 하타 (60분),준호,4,100.0,matched_same_capacity,0,False
513,2026-05-04,19:00,20:00,마이트리,하타 (성욱),성욱,5,5,1.0,R55C1,마이트리,하타 (60분),마이트리 성욱 -정원5명,5,100.0,matched_same_capacity,0,False
515,2026-05-04,19:30,20:40,빅블루요가,호흡 리커버리 (환),환,6,6,1.0,,,,,,0.0,no_drive_candidate_same_time,,True
517,2026-05-04,20:00,21:00,마인드플로우,빈야사요가 (유미),유미,7,8,0.875,R56C1,마인드플로우,빈야사요가(60분),유미 정원 10명,10,100.0,matched_capacity_mismatch,-2,True
519,2026-05-04,20:30,21:30,마이트리,테라피 (성욱),성욱,5,5,1.0,R57C1,마이트리,테라피(60분),마이트리 성욱 -정원5명,5,100.0,matched_same_capacity,0,False
523,2026-05-05,08:45,09:45,시이작,테라피 쉬운 요가 (준형),준형,4,4,1.0,R49C2,시이작,테라피 요가(60분),준형,4,100.0,matched_same_capacity,0,False
525,2026-05-05,10:00,11:00,대저택프라이빗,Gentle Hatha Flow in English (수인),수인,8,8,1.0,R51C2,바운드하우스| 대저택 프라이빗,엄마와함께 키즈요가,지현 정원 15팀 (엄마+아이 1팀),,24.0,low_confidence_match,,True
527,2026-05-05,10:00,11:00,연남장|커뮤니티허브,Being 감각을 깨우는 하타요가 (지바나),지바나,27,28,0.9643,R50C2,연남장|커뮤니티허브,Being 감각을깨우는 하타요가 (60분),연남장 마이트리 지바나,,91.43,matched_drive_capacity_missing,,True
529,2026-05-05,10:00,11:20,빅블루요가,호흡 리커버리 (환),환,8,8,1.0,R52C2,빅블루요가,호흡 리커버리 (80분),환 (정원 5명),5,100.0,matched_capacity_mismatch,3,True
531,2026-05-05,10:15,11:15,시이작|어린이날 키즈요가,나는 무엇이든 될 수 있다! 동물요가(5세~8세) (지현),지현,0,9,0.0,,,,,,0.0,no_drive_candidate_same_time,,True
533,2026-05-05,10:30,11:30,마인드플로우,빈야사요가 (유미),유미,11,11,1.0,R53C2,마인드플로우,빈야사요가(60분),유미 정원 10명,10,100.0,matched_capacity_mismatch,1,True
535,2026-05-05,11:00,12:00,숨명상센터,몸을 깨우는 액티브 명상 (수지),수지,6,6,1.0,R54C2,숨명상센터,몸을 깨우는 액티브 명상 (60분),수지 (정원 6명),6,100.0,matched_same_capacity,0,False
537,2026-05-05,12:00,13:00,시이작|어린이날 키즈요가,공룡퀴즈를 맞추며 공룡요가! (5~7세) (지현),지현,0,9,0.0,R57C2,바운드하우스| 대저택 프라이빗,아빠와함께 키즈요가,지현,,40.0,low_confidence_match,,True
539,2026-05-05,12:00,13:00,연남장|커뮤니티허브,짠짠! 막걸리요가! with 복순도가 (준호),준호,30,30,1.0,R55C2,연남장|커뮤니티허브,(미정) 막걸리 요가,시이작 준호,30,70.27,matched_same_capacity,0,False
541,2026-05-05,12:00,13:30,대저택프라이빗,"TCI 기질검사로 나를 이해하고, '긍정감자' 키링 만들기 (진원)",진원,10,10,1.0,R57C2,바운드하우스| 대저택 프라이빗,아빠와함께 키즈요가,지현,,23.19,low_confidence_match,,True
543,2026-05-05,13:00,14:00,연남장|커뮤니티허브,(무료) 요가음악 디제잉 파티,,0,1,0.0,R56C2,연남장|커뮤니티허브,(미정) 요기니 살롱의 디제이파티,무료 정원 없음,,55.56,low_confidence_match,,True
545,2026-05-05,14:00,15:00,대저택프라이빗,바디페인팅 체감명상 (리아),리아,14,14,1.0,R58C2,바운드하우스| 대저택 프라이빗,바디페인팅 체감명상,리아 정원 15명,15,76.47,matched_capacity_mismatch,-1,True
547,2026-05-05,15:00,16:30,빅블루요가,후굴의 정렬 (환),환,9,9,1.0,,,,,,0.0,no_drive_candidate_same_time,,True
549,2026-05-05,16:00,17:00,대저택 프라이빗,봄햇살 아래 나른한 힐링요가 (수인),수인,8,8,1.0,,,,,,0.0,no_drive_candidate_same_time,,True
551,2026-05-05,16:30,17:30,연남장|커뮤니티허브,부담없이 시작하는 파트너 서킷 트레이닝 (최훈),최훈,13,20,0.65,R59C2,연남장|커뮤니티허브,F45코치의 저강도 서킷 트레이닝,연남장 최훈 코치,20,75.0,matched_same_capacity,0,False
553,2026-05-05,17:00,18:00,너울너울,소매틱뮤직 'Handpan Doodle' (미지수),미지수,5,5,1.0,R60C2,너울너울,"소매틱뮤직,‘Handpan Doodle’ (60분)",미지수,5,100.0,matched_same_capacity,0,False
555,2026-05-05,18:30,19:30,마인드플로우,빈야사요가 (지현),지현,9,9,1.0,R62C2,마인드플로우,빈야사요가(60분),유미,10,88.89,matched_capacity_mismatch,-1,True
557,2026-05-05,18:30,19:30,시이작,땀나는 아쉬탕가 (준형),준형,4,4,1.0,R61C2,시이작,땀나는 아쉬탕가(60분),준형,4,100.0,matched_same_capacity,0,False
559,2026-05-05,18:30,19:30,연남장,호흡으로 몰입하는 아쉬탕가 (준형),준형,9,9,1.0,R61C2,시이작,땀나는 아쉬탕가(60분),준형,4,63.64,low_confidence_match,5,True
561,2026-05-05,19:00,20:00,너울너울,소매틱뮤직 'Handpan Doodle' (미지수),미지수,5,5,1.0,R63C2,너울너울,"소매틱뮤직,‘Handpan Doodle’ (60분)",미지수,5,100.0,matched_same_capacity,0,False
563,2026-05-05,19:00,20:00,마이트리,얼라인 요가 (준아),준아,5,5,1.0,R64C2,마이트리,얼라인 요가 (60분),준아 -정원5명,5,100.0,matched_same_capacity,0,False
565,2026-05-05,19:50,20:50,시이작,땀나는 하타 (수인),수인,4,4,1.0,R66C2,시이작,땀나는 하타(60분),수인,4,100.0,matched_same_capacity,0,False
567,2026-05-05,20:00,21:00,마인드플로우,비기너요가 (유미),유미,5,8,0.625,R67C2,마인드플로우,비기너요가(60분),유미,10,100.0,matched_capacity_mismatch,-2,True
569,2026-05-05,20:30,21:30,마이트리,빈야사 (준아),준아,5,5,1.0,R68C2,마이트리,빈야사 (60분),준아-정원5명,5,100.0,matched_same_capacity,0,False
573,2026-05-06,07:00,08:00,시이작,땀나는 아쉬탕가 (준형),준형,4,4,1.0,R48C3,시이작,땀나는 아쉬탕가(60분),준형,4,100.0,matched_same_capacity,0,False
575,2026-05-06,10:00,11:20,빅블루요가,정렬 에센스 (환),환,8,8,1.0,R49C3,빅블루요가,정렬 에센스(80분),환 (정원 5명),5,100.0,matched_capacity_mismatch,3,True
577,2026-05-06,10:30,11:30,마인드플로우,하타요가 (유미),유미,10,10,1.0,R50C3,마인드플로우,하타요가(60분),유미 정원 10명,10,100.0,matched_same_capacity,0,False
579,2026-05-06,11:50,12:50,마이트리,빈야사 (성욱),성욱,3,5,0.6,R51C3,마이트리,빈야사 (60분),성욱 -정원5명,5,100.0,matched_same_capacity,0,False
581,2026-05-06,12:00,13:00,시이작,숨쉬는 테라피 (수인),수인,3,4,0.75,R52C3,시이작,숨쉬는 테라피(60분),수인,4,100.0,matched_same_capacity,0,False
583,2026-05-06,13:30,15:00,마이트리,하타 집중 (지바나),지바나,3,5,0.6,,,,,,0.0,no_drive_candidate_same_time,,True
585,2026-05-06,18:30,19:30,마인드플로우,움직임명상 (유미),유미,4,4,1.0,R54C3,마인드플로우,움직임명상(60분),유미 정원 10명,10,100.0,matched_capacity_mismatch,-6,True
587,2026-05-06,18:30,19:30,시이작,깨어나는 빈야사 (예진),예진,4,4,1.0,R53C3,시이작,깨어나는 빈야사(60분),예진,4,100.0,matched_same_capacity,0,False
589,2026-05-06,19:00,20:00,마이트리,하타 (연우),연우,5,5,1.0,R55C3,마이트리,하타 요가 (60분),연우 -정원 5명,5,100.0,matched_same_capacity,0,False
591,2026-05-06,19:30,20:40,빅블루요가,호흡 리커버리 (환),환,7,7,1.0,,,,,,0.0,no_drive_candidate_same_time,,True
593,2026-05-06,19:50,20:50,시이작,다독이는 인요가 (예진),예진,3,4,0.75,R57C3,시이작,다독이는 인요가(60분),예진,4,100.0,matched_same_capacity,0,False
595,2026-05-06,20:00,21:00,마인드플로우,하타요가 (유미),유미,6,6,1.0,R58C3,마인드플로우,하타요가(60분),유미 정원 10명,10,100.0,matched_capacity_mismatch,-4,True
597,2026-05-06,20:30,21:30,마이트리,아쉬탕가 (연우),연우,5,5,1.0,R59C3,마이트리,아쉬탕가 (60분),연우 -정원5명,5,100.0,matched_same_capacity,0,False
601,2026-05-07,07:00,08:00,마이트리,빈야사 (성욱),성욱,0,5,0.0,R49C4,마이트리,빈야사 (60분),성욱 - 정원5명,5,100.0,matched_same_capacity,0,False
603,2026-05-07,07:00,08:00,시이작,초급 빈야사 (준형),준형,4,4,1.0,R48C4,시이작,초급 빈야사(60분),준형,4,100.0,matched_same_capacity,0,False
605,2026-05-07,10:00,11:00,마이트리,하타베이직 (성욱),성욱,5,5,1.0,R50C4,마이트리,하타베이직 (60분),성욱 -정원5명,5,100.0,matched_same_capacity,0,False
607,2026-05-07,10:00,11:00,빅블루요가,호흡 리커버리 (환),환,4,6,0.6667,R51C4,빅블루요가,호흡 리커버리 (80분),환 (정원 5명),5,100.0,matched_capacity_mismatch,1,True
609,2026-05-07,10:30,11:30,마인드플로우,비기너요가 (유미),유미,1,6,0.1667,R52C4,마인드플로우,빈야사요가(60분),보람 정원 10명,10,57.14,low_confidence_match,-4,True
611,2026-05-07,12:00,13:00,시이작,땀나는 하타 (수인),수인,1,4,0.25,R53C4,시이작,땀나는 하타 (60분),수인,4,100.0,matched_same_capacity,0,False
613,2026-05-07,18:30,19:30,마인드플로우,빈야사요가 (유미),유미,8,8,1.0,R56C4,마인드플로우,빈야사요가(60분),유미 정원 10명,10,100.0,matched_capacity_mismatch,-2,True
615,2026-05-07,18:30,19:30,시이작,땀나는 빈야사 (준형),준형,5,5,1.0,R55C4,시이작,땀나는 빈야사(60분),준형,4,100.0,matched_capacity_mismatch,1,True
617,2026-05-07,19:00,20:00,마이트리,테라피 (준아),준아,5,7,0.7143,R58C4,마이트리,테라피 (60분),준아 -정원5명,5,100.0,matched_capacity_mismatch,2,True
619,2026-05-07,19:30,20:40,빅블루요가,정렬 에센스 (환),환,7,7,1.0,R59C4,숨명상센터,몸을 깨우는 액티브 명상 (60분),수지 (정원 6명),6,16.67,low_confidence_match,1,True
621,2026-05-07,19:50,20:50,시이작,땀나는 아쉬탕가 (준형),준형,4,4,1.0,R60C4,시이작,땀나는 아쉬탕가(60분),준형,4,100.0,matched_same_capacity,0,False
623,2026-05-07,20:00,21:00,마인드플로우,비기너요가 (유미),유미,2,2,1.0,R61C4,마인드플로우,비기너요가(60분),유미 정원 10명,10,100.0,matched_capacity_mismatch,-8,True
625,2026-05-07,20:30,21:30,마이트리,빈야사 어드밴스 (준아),준아,5,5,1.0,R62C4,마이트리,빈야사 어드밴스(60분),준아 -정원5명,5,100.0,matched_same_capacity,0,False
629,2026-05-08,08:45,09:45,시이작,땀나는 빈야사 (준형),준형,3,4,0.75,R48C5,시이작,땀나는 빈야사(60분),준형,4,100.0,matched_same_capacity,0,False
631,2026-05-08,10:00,11:20,빅블루요가,정렬 에센스 (환),환,6,6,1.0,R49C5,빅블루요가,정렬 에센스(80분),환 (정원 5명),5,100.0,matched_capacity_mismatch,1,True
633,2026-05-08,10:30,11:30,마인드플로우,비기너요가 (유미),유미,5,8,0.625,R50C5,마인드플로우,비기너요가(60분),유미 정원 10명,10,100.0,matched_capacity_mismatch,-2,True
635,2026-05-08,11:00,12:00,무릉,티마인드풀니스 세션 (시현),시현,5,5,1.0,,,,,,0.0,no_drive_candidate_same_time,,True
637,2026-05-08,11:50,12:50,마이트리,하타 (지바나),지바나,5,5,1.0,R51C5,마이트리,하타(60분),지바나 정원5명,5,100.0,matched_same_capacity,0,False
639,2026-05-08,13:30,15:00,마이트리,빈야사 AD (준아),준아,4,5,0.8,,,,,,0.0,no_drive_candidate_same_time,,True
641,2026-05-08,14:00,15:00,마인드플로우,움직임명상 (유미),유미,2,6,0.3333,,,,,,0.0,no_drive_candidate_same_time,,True
643,2026-05-08,14:00,15:00,무릉,티마인드풀니스 세션 (시현),시현,5,5,1.0,,,,,,0.0,no_drive_candidate_same_time,,True
645,2026-05-08,18:30,19:30,마인드플로우,하타요가 (고은),고은,0,6,0.0,R53C5,마인드플로우,하타요가(60분),고은 정원 10명,10,100.0,matched_capacity_mismatch,-4,True
647,2026-05-08,18:30,19:30,시이작,다독이는 인요가 (예진),예진,4,4,1.0,R52C5,시이작,다독이는 인요가(60분),예진,4,100.0,matched_same_capacity,0,False
649,2026-05-08,19:00,20:00,마이트리,아쉬탕가 (연우),연우,1,5,0.2,R54C5,마이트리,아쉬탕가 (60분),연우 정원5명,5,100.0,matched_same_capacity,0,False
651,2026-05-08,19:50,20:50,시이작,땀나는 빈야사 (준형),준형,4,4,1.0,R55C5,시이작,땀나는 빈야사(60분),준형,4,100.0,matched_same_capacity,0,False
653,2026-05-08,20:00,21:00,마인드플로우,빈야사요가 (고은),고은,7,10,0.7,R56C5,마인드플로우,빈야사요가(60분),고은 정원 10명,10,100.0,matched_same_capacity,0,False
655,2026-05-08,20:30,21:30,마이트리,테라피 (연우),연우,5,5,1.0,R57C5,마이트리,테라피 (60분),연우 - 정원5명,5,100.0,matched_same_capacity,0,False
659,2026-05-09,09:00,10:00,마인드플로우,차근차근 기본을 다지는 비기너 요가 (유미),유미,6,6,1.0,R48C6,마인드플로우,차근차근 기본을 다지는 비기너 요가(60분),,10,94.55,matched_capacity_mismatch,-4,True
661,2026-05-09,10:00,11:00,시이작,다독이는 인요가 (예진),예진,4,4,1.0,R50C6,시이작,다독이는 인요가(60분),예진 정원 4명,4,100.0,matched_same_capacity,0,False
663,2026-05-09,10:00,11:00,연남장|커뮤니티허브,딥어웨이크 하타 (모나),모나,30,30,1.0,R49C6,연남장|커뮤니티허브,딥어웨이크 하타 (60분),모나 정원 30명,30,100.0,matched_same_capacity,0,False
665,2026-05-09,10:00,11:20,빅블루요가,정렬 에센스 (환),환,7,7,1.0,R51C6,빅블루요가,호흡 리커버리 : 편안한 숨 쉬기(80분),환 (정원 5명),5,66.67,low_confidence_match,2,True
667,2026-05-09,10:30,11:30,마인드플로우,"느긋하고 자유로운 흐름, 움직임 명상 (유미)",유미,10,11,0.9091,R52C6,마인드플로우,"느긋하고 자유로운 흐름, 움직임 명상(60분)",유미,10,100.0,matched_capacity_mismatch,1,True
669,2026-05-09,11:00,12:00,마이트리,빈야사 (성욱),성욱,3,7,0.4286,R53C6,마이트리,빈야사 (60분),성욱 - 정원5명,5,100.0,matched_capacity_mismatch,2,True
671,2026-05-09,11:00,12:30,무릉,티마인드풀니스 세션 (시현),시현,5,5,1.0,R54C6,무릉,티마인드풀니스 세션(90분),무릉 시현 - 정원 5명,5,100.0,matched_same_capacity,0,False
673,2026-05-09,12:00,13:00,마이트리,얼라인 요가 (준아),준아,10,10,1.0,R56C6,마이트리,얼라인요가(60분),준아 -정원5명,5,81.25,matched_capacity_mismatch,5,True
675,2026-05-09,12:30,13:30,연남장|커뮤니티허브,헤드폰으로 몰입하는 사일런트 핸드팬 명상 with 칼레트 (마고사운드),마고사운드,16,17,0.9412,,,,,,0.0,no_drive_candidate_same_time,,True
677,2026-05-09,13:30,14:30,데이스타콜라보|연희스페셜,요기를 위한 저강도 크로스핏 체험,,11,13,0.8462,R59C6,크로스핏 데이스타 콜라보,요기를 위한 저강도 크로스핏 체험,데이스타 크로스핏 박스,14,78.79,matched_capacity_mismatch,-1,True
679,2026-05-09,14:00,15:00,무릉,티마인드풀니스 세션 (시현),시현,4,5,0.8,R58C6,연남장|커뮤니티허브,파블로의 매트 필라테스,연남장 파블로,30,18.6,low_confidence_match,-25,True
681,2026-05-09,14:00,15:00,연남장|커뮤니티허브,매트 필라테스로 부상 없는 몸 만들기,,24,30,0.8,R58C6,연남장|커뮤니티허브,파블로의 매트 필라테스,연남장 파블로,30,65.0,low_confidence_match,0,True
683,2026-05-09,16:00,17:00,연남장|커뮤니티허브,"바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상 (요가소년)",요가소년,30,30,1.0,R60C6,연남장|커뮤니티허브,"바람과 땀, 그리고 알아차림 - 봄날의 역동적 명상",연남장 요가소년,30,100.0,matched_same_capacity,0,False
685,2026-05-09,18:00,19:00,연남장|커뮤니티허브,하루를 내려놓는 요가와 바이올린 (준형 & 진수),준형 & 진수,30,30,1.0,R61C6,연남장|커뮤니티허브,하루 정리 요가 & 바이올린 콘서트(90분),연남장 준형 진수,30,79.41,matched_same_capacity,0,False
