_hype_row_id,class_base_key,class_title_base,studio_key,reservation_count,reservation_records,pass_reservation_count,one_time_reservation_count,unknown_reservation_count,cancellation_count,cancellation_records,review_count,avg_overall_rating,avg_class_rating,avg_atmosphere_rating,avg_facility_rating,avg_visit_count,review_needs_review_count,instructor_tag_count,space_tag_count,atmosphere_tag_count,difficulty_tag_count,recovery_tag_count,revisit_intent_tag_count,net_reservation_count,cancellation_rate,review_rate_per_reservation,pass_reservation_share,one_time_reservation_share,participant_price_proxy_krw,reservation_hype,review_hype,satisfaction_hype,revisit_hype,payment_hype,operations_stability,price_proxy_note,hype_match_key,capacity_match_key,capacity_match_score,capacity_match_status,studio_key_capacity,class_title_capacity,capacity_session_count,total_reserved_count_capacity,total_capacity,avg_capacity,min_capacity,max_capacity,avg_fill_rate,median_fill_rate,sold_out_session_count,high_fill_session_count,low_fill_session_count,empty_session_count,capacity_needs_review_count,first_class_date,last_class_date,weighted_fill_rate,sold_out_session_share,high_fill_session_share,capacity_hype_segment
24,대저택프라이빗deeprest인요가핸드팬사운드,[대저택프라이빗] Deep Rest 인요가 & 핸드팬 사운드,대저택프라이빗,24,24,17,7,0,7,7,1,4.0,5.0,5.0,2.0,2.0,0,0,0,1,0,1,0,17,0.2258064516129032,0.0416666666666666,0.7083333333333334,0.2916666666666667,472500,92.77,54.52,80.0,45.92,70.48,77.42,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",대저택프라이빗DeepRest인요가핸드팬사운드,대저택프라이빗DeepRest인요가핸드팬사운드,100.0,exact_normalized,대저택프라이빗,Deep Rest 인요가 & 핸드팬 사운드,3,24,24,8.0,5,10,1.0,1.0,3,3,0,0,0,2026-05-01,2026-05-02,1.0,1.0,1.0,expand_or_repeat_candidate
25,연희정음랜드마크무릉엠비언트콘서트무릉숨비소리,[연희정음|랜드마크] 무릉 엠비언트 콘서트 - 무릉 숨비소리,연희정음,23,21,14,7,0,11,11,2,5.0,5.0,5.0,5.0,1.5,0,0,2,2,0,2,1,12,0.3235294117647059,0.0869565217391304,0.6086956521739131,0.3043478260869565,420000,78.92,73.5,100.0,29.59,68.07,67.65,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",연희정음무릉엠비언트콘서트무릉숨비소리,연희정음무릉엠비언트콘서트무릉숨비소리,100.0,exact_normalized,연희정음,무릉 엠비언트 콘서트 - 무릉 숨비소리,2,23,25,12.5,10,15,0.9,0.9,1,2,0,0,0,2026-04-25,2026-04-26,0.92,0.5,1.0,expand_or_repeat_candidate
26,마이트리얼라인요가,[마이트리] 얼라인 요가,마이트리,22,22,17,5,0,12,12,1,5.0,5.0,5.0,5.0,1.0,0,0,0,1,1,1,0,10,0.3529411764705882,0.0454545454545454,0.7727272727272727,0.2272727272727272,422500,73.49,55.12,100.0,12.24,69.28,64.71,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",마이트리얼라인요가,마이트리얼라인요가,100.0,exact_normalized,마이트리,얼라인 요가,4,22,25,6.25,5,10,0.85,1.0,3,3,1,0,0,2026-04-21,2026-05-09,0.88,0.75,0.75,expand_or_repeat_candidate
27,마이트리연희스페셜올레벨빈야사,[마이트리|연희스페셜] 올레벨 빈야사,마이트리,20,20,11,9,0,16,15,3,5.0,5.0,5.0,5.0,4.0,0,2,0,2,2,0,2,4,0.4444444444444444,0.15,0.55,0.45,417500,37.35,90.36,100.0,83.67,66.87,55.56,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",마이트리올레벨빈야사,마이트리올레벨빈야사,100.0,exact_normalized,마이트리,올레벨 빈야사,1,20,20,20.0,20,20,1.0,1.0,1,1,0,0,0,2026-05-02,2026-05-02,1.0,1.0,1.0,expand_or_repeat_candidate
28,연희정음랜드마크인요가와저널링with프라우카,[연희정음|랜드마크] 인요가와 저널링 with 프라우카,연희정음,20,20,15,5,0,10,10,2,5.0,5.0,5.0,5.0,4.0,0,1,1,2,0,2,0,10,0.3333333333333333,0.1,0.75,0.25,387500,73.49,76.21,100.0,83.67,63.25,66.67,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",연희정음인요가와저널링with프라우카,연희정음인요가와저널링with프라우카,100.0,exact_normalized,연희정음,인요가와 저널링 with 프라우카,1,20,20,20.0,20,20,1.0,1.0,1,1,0,0,0,2026-04-26,2026-04-26,1.0,1.0,1.0,expand_or_repeat_candidate
29,마이트리연희스페셜roottorisevinyasa,[마이트리|연희스페셜] Root to Rise (Vinyasa),마이트리,20,19,9,10,0,9,9,0,,,,,,0,0,0,0,0,0,0,11,0.3103448275862069,0.0,0.45,0.5,407500,77.11,20.48,,,65.66,68.97,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",마이트리RoottoRise,마이트리RoottoRise,100.0,exact_normalized,마이트리,Root to Rise (Vinyasa),1,20,20,20.0,20,20,1.0,1.0,1,1,0,0,0,2026-05-03,2026-05-03,1.0,1.0,1.0,expand_or_repeat_candidate
30,마이트리연희스페셜꽁샘과도전하는에카파다라자카포타,[마이트리|연희스페셜] 꽁샘과 도전하는 에카파다라자카포타,마이트리,20,17,10,7,0,5,5,0,,,,,,0,0,0,0,0,0,0,15,0.2,0.0,0.5,0.35,350000,85.54,20.48,,,60.84,80.0,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",마이트리꽁샘과도전하는에카파다라자카포타,마이트리꽁샘과도전하는에카파다라자카포타,100.0,exact_normalized,마이트리,꽁샘과 도전하는 에카파다라자카포타,1,20,20,20.0,20,20,1.0,1.0,1,1,0,0,0,2026-05-03,2026-05-03,1.0,1.0,1.0,expand_or_repeat_candidate
31,마이트리아쉬탕가,[마이트리] 아쉬탕가,마이트리,19,19,11,8,0,14,14,2,4.3,4.5,3.5,5.0,1.5,0,1,1,1,1,0,0,5,0.4242424242424242,0.1052631578947368,0.5789473684210527,0.4210526315789473,392500,45.18,78.31,86.0,29.59,64.46,57.58,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",마이트리아쉬탕가,마이트리아쉬탕가,100.0,exact_normalized,마이트리,아쉬탕가,6,19,30,5.0,5,5,0.6333333333333333,0.7,3,3,3,0,0,2026-04-22,2026-05-08,0.6333333333333333,0.5,0.5,steady_middle
32,연남장커뮤니티허브헤드폰으로몰입하는사일런트핸드팬명상with칼레트,[연남장|커뮤니티허브] 헤드폰으로 몰입하는 사일런트 핸드팬 명상 with 칼레트,연남장,17,16,4,12,0,11,11,1,5.0,5.0,5.0,5.0,1.0,0,1,1,1,0,1,0,6,0.3928571428571428,0.0588235294117647,0.2352941176470588,0.7058823529411765,370000,55.42,57.53,100.0,12.24,62.05,60.71,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",연남장헤드폰으로몰입하는사일런트핸드팬명상with칼레트,연남장헤드폰으로몰입하는사일런트핸드팬명상with칼레트,100.0,exact_normalized,연남장,헤드폰으로 몰입하는 사일런트 핸드팬 명상 with 칼레트,1,16,17,17.0,17,17,0.9412,0.9412,0,1,0,0,0,2026-05-09,2026-05-09,0.9411764705882353,0.0,1.0,small_capacity_or_niche_strength
33,마이트리연희스페셜독서와요가,[마이트리|연희스페셜] 독서와 요가,마이트리,15,14,9,5,0,12,12,2,5.0,5.0,5.0,5.0,2.5,0,2,0,2,1,1,2,3,0.4444444444444444,0.1333333333333333,0.6,0.3333333333333333,282500,31.33,83.73,100.0,58.16,56.63,55.56,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",마이트리독서와요가,마이트리독서와요가,100.0,exact_normalized,마이트리,독서와 요가,1,15,15,15.0,15,15,1.0,1.0,1,1,0,0,0,2026-05-02,2026-05-02,1.0,1.0,1.0,expand_or_repeat_candidate
34,마이트리하타베이직,[마이트리] 하타베이직,마이트리,15,15,10,5,0,8,8,1,5.0,5.0,5.0,5.0,4.0,0,1,1,1,0,0,0,7,0.3478260869565217,0.0666666666666666,0.6666666666666666,0.3333333333333333,300000,62.65,58.14,100.0,83.67,59.64,65.22,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",마이트리하타베이직,마이트리하타베이직,100.0,exact_normalized,마이트리,하타베이직,3,15,15,5.0,5,5,1.0,1.0,3,3,0,0,0,2026-04-23,2026-05-07,1.0,1.0,1.0,small_capacity_or_niche_strength
35,대저택프라이빗바디페인팅체감명상,[대저택프라이빗] 바디페인팅 체감명상,대저택프라이빗,14,14,9,5,0,7,7,1,5.0,5.0,5.0,5.0,7.0,0,0,0,1,0,1,0,7,0.3333333333333333,0.0714285714285714,0.6428571428571429,0.3571428571428571,282500,62.65,59.04,100.0,95.92,56.63,66.67,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",대저택프라이빗바디페인팅체감명상,대저택프라이빗바디페인팅체감명상,100.0,exact_normalized,대저택프라이빗,바디페인팅 체감명상,1,14,14,14.0,14,14,1.0,1.0,1,1,0,0,0,2026-05-05,2026-05-05,1.0,1.0,1.0,small_capacity_or_niche_strength
36,시이작연희스페셜러닝으로이어지는명상with프라우카,[시이작|연희스페셜] 러닝으로 이어지는 명상 with 프라우카,시이작,14,14,8,6,0,8,8,1,5.0,5.0,5.0,5.0,1.0,0,1,0,1,0,1,1,6,0.3636363636363636,0.0714285714285714,0.5714285714285714,0.4285714285714285,290000,55.42,59.04,100.0,12.24,58.43,63.64,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",시이작러닝으로이어지는명상with프라우카,시이작러닝으로이어지는명상with프라우카,100.0,exact_normalized,시이작,러닝으로 이어지는 명상 with 프라우카,1,14,14,14.0,14,14,1.0,1.0,1,1,0,0,0,2026-04-25,2026-04-25,1.0,1.0,1.0,small_capacity_or_niche_strength
37,시이작숨쉬는테라피,[시이작] 숨쉬는 테라피,시이작,13,13,7,6,0,7,7,2,5.0,5.0,5.0,5.0,1.5,0,1,1,2,0,2,1,6,0.35,0.1538461538461538,0.5384615384615384,0.4615384615384615,272500,55.42,85.54,100.0,29.59,54.82,65.0,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",시이작숨쉬는테라피,시이작숨쉬는테라피,100.0,exact_normalized,시이작,숨쉬는 테라피,4,13,16,4.0,4,4,0.8125,0.875,2,2,0,0,0,2026-04-21,2026-05-06,0.8125,0.5,0.5,steady_middle
38,연남장커뮤니티허브부담없이시작하는파트너서킷트레이닝,[연남장|커뮤니티허브] 부담없이 시작하는 파트너 서킷 트레이닝,연남장,13,12,7,5,0,10,10,0,,,,,,0,0,0,0,0,0,0,3,0.4347826086956521,0.0,0.5384615384615384,0.3846153846153846,247500,31.33,20.48,,,51.2,56.52,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",연남장부담없이시작하는파트너서킷트레이닝,연남장부담없이시작하는파트너서킷트레이닝,100.0,exact_normalized,연남장,부담없이 시작하는 파트너 서킷 트레이닝,1,13,20,20.0,20,20,0.65,0.65,0,0,0,0,0,2026-05-05,2026-05-05,0.65,0.0,0.0,steady_middle
39,연남장커뮤니티허브비트박스공연과호흡소리로몰입하는요가,[연남장|커뮤니티허브] 비트박스 공연과 호흡소리로 몰입하는 요가,연남장,13,12,10,2,0,7,7,0,,,,,,0,0,0,0,0,0,0,6,0.35,0.0,0.7692307692307693,0.1538461538461538,225000,55.42,20.48,,,50.0,65.0,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",연남장비트박스공연과호흡소리로몰입하는요가,연남장비트박스공연과호흡소리로몰입하는요가,100.0,exact_normalized,연남장,비트박스 공연과 호흡소리로 몰입하는 요가,1,13,30,30.0,30,30,0.4333,0.4333,0,0,1,0,0,2026-04-26,2026-04-26,0.43333333333333335,0.0,0.0,demand_development_candidate
40,시이작아쉬탕가풀프라이머리,[시이작] 아쉬탕가 풀프라이머리,시이작,12,12,6,6,0,11,11,2,5.0,5.0,5.0,5.0,1.5,0,1,0,1,0,1,2,1,0.4782608695652174,0.1666666666666666,0.5,0.5,255000,14.46,86.15,100.0,29.59,53.01,52.17,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",시이작아쉬탕가풀프라이머리,시이작아쉬탕가풀프라이머리,100.0,exact_normalized,시이작,아쉬탕가 풀프라이머리,3,12,13,4.333333333333333,4,5,0.9166666666666666,1.0,2,2,0,0,0,2026-04-20,2026-05-04,0.9230769230769231,0.6666666666666666,0.6666666666666666,expand_or_repeat_candidate
41,시이작깨어나는하타,[시이작] 깨어나는 하타,시이작,12,10,4,6,0,4,3,0,,,,,,0,0,0,0,0,0,0,8,0.25,0.0,0.3333333333333333,0.5,220000,67.47,20.48,,,47.59,75.0,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",시이작깨어나는하타,시이작깨어나는하타,100.0,exact_normalized,시이작,깨어나는 하타,3,12,12,4.0,4,4,1.0,1.0,3,3,0,0,0,2026-04-20,2026-05-04,1.0,1.0,1.0,small_capacity_or_niche_strength
42,시이작연희스페셜마인드풀러닝breathflow움직이는명상,[시이작|연희스페셜] 마인드풀 러닝 Breath & Flow: 움직이는 명상,시이작,12,12,6,6,0,13,13,0,,,,,,0,0,0,0,0,0,0,-1,0.52,0.0,0.5,0.5,255000,9.04,20.48,,,53.01,48.0,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",시이작마인드풀러닝BreathFlow움직이는명상,시이작마인드풀러닝BreathFlow움직이는명상,100.0,exact_normalized,시이작,마인드풀 러닝 Breath & Flow: 움직이는 명상,1,12,15,15.0,15,15,0.8,0.8,0,1,0,0,0,2026-05-03,2026-05-03,0.8,0.0,1.0,steady_middle
43,숨명상센터향과소리로깨우는오감명상,[숨명상센터] 향과 소리로 깨우는 오감명상,숨명상센터,11,11,10,1,0,3,3,1,5.0,5.0,5.0,5.0,1.0,0,0,1,1,0,1,0,8,0.2142857142857142,0.0909090909090909,0.9090909090909092,0.0909090909090909,200000,67.47,62.35,100.0,12.24,40.36,78.57,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",숨명상센터향과소리로깨우는오감명상,숨명상센터향과소리로깨우는오감명상,100.0,exact_normalized,숨명상센터,향과 소리로 깨우는 오감명상,2,11,16,8.0,8,8,0.6875,0.6875,0,0,0,0,0,2026-04-21,2026-04-23,0.6875,0.0,0.0,steady_middle
44,데이스타콜라보연희스페셜요기를위한저강도크로스핏체험,[데이스타콜라보|연희스페셜] 요기를 위한 저강도 크로스핏 체험,데이스타콜라보,11,11,9,2,0,11,11,0,,,,,,0,0,0,0,0,0,0,0,0.5,0.0,0.8181818181818182,0.1818181818181818,207500,10.24,20.48,,,46.39,50.0,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",데이스타콜라보요기를위한저강도크로스핏체험,데이스타콜라보요기를위한저강도크로스핏체험,100.0,exact_normalized,데이스타콜라보,요기를 위한 저강도 크로스핏 체험,1,11,13,13.0,13,13,0.8462,0.8462,0,1,0,0,0,2026-05-09,2026-05-09,0.8461538461538461,0.0,1.0,steady_middle
45,마이트리빈야사어드밴스,[마이트리] 빈야사 어드밴스,마이트리,11,11,11,0,0,6,6,0,,,,,,0,0,0,0,0,0,0,5,0.3529411764705882,0.0,1.0,0.0,192500,45.18,20.48,,,36.14,64.71,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",마이트리빈야사어드밴스,마이트리빈야사어드밴스,100.0,exact_normalized,마이트리,빈야사 어드밴스,3,11,15,5.0,5,5,0.7333333333333334,0.8,1,2,1,0,0,2026-04-23,2026-05-07,0.7333333333333333,0.3333333333333333,0.6666666666666666,steady_middle
46,숨명상센터마음의평온을찾는호흡명상,[숨명상센터] 마음의 평온을 찾는 호흡명상,숨명상센터,11,11,11,0,0,9,9,0,,,,,,0,0,0,0,0,0,0,2,0.45,0.0,1.0,0.0,192500,22.89,20.48,,,36.14,55.0,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",숨명상센터마음의평온을찾는호흡명상,숨명상센터마음의평온을찾는호흡명상,100.0,exact_normalized,숨명상센터,마음의 평온을 찾는 호흡명상,2,11,16,8.0,8,8,0.6875,0.6875,1,1,1,0,0,2026-04-23,2026-04-30,0.6875,0.5,0.5,steady_middle
47,숨명상센터안산트레킹오감명상,[숨명상센터] 안산 트레킹 오감 명상,숨명상센터,11,11,7,4,0,13,13,0,,,,,,0,0,0,0,0,0,0,-2,0.5416666666666666,0.0,0.6363636363636364,0.3636363636363636,222500,7.23,20.48,,,48.8,45.83,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",숨명상센터안산트레킹오감명상,숨명상센터안산트레킹오감명상,100.0,exact_normalized,숨명상센터,안산 트레킹 오감 명상,2,11,16,8.0,8,8,0.6875,0.6875,0,0,0,0,0,2026-04-30,2026-05-03,0.6875,0.0,0.0,steady_middle
48,연희정음랜드마크명상흐름의슬로우빈야사,[연희정음|랜드마크] 명상 흐름의 슬로우 빈야사,연희정음,10,10,6,4,0,8,7,2,4.0,5.0,4.0,3.0,1.5,0,1,2,1,0,0,1,2,0.4444444444444444,0.2,0.6,0.4,205000,22.89,87.35,80.0,29.59,44.58,55.56,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",연희정음명상흐름의슬로우빈야사,연희정음명상흐름의슬로우빈야사,100.0,exact_normalized,연희정음,명상 흐름의 슬로우 빈야사,1,10,10,10.0,10,10,1.0,1.0,1,1,0,0,0,2026-04-25,2026-04-25,1.0,1.0,1.0,expand_or_repeat_candidate
49,대저택프라이빗연결하는사운드배스,[대저택프라이빗] 연결하는 사운드 배스,대저택프라이빗,10,10,8,2,0,7,7,1,5.0,5.0,5.0,5.0,6.0,0,0,1,1,0,1,0,3,0.4117647058823529,0.1,0.8,0.2,190000,31.33,64.46,100.0,92.86,32.53,58.82,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",대저택프라이빗연결하는사운드배스,대저택프라이빗연결하는사운드배스,100.0,exact_normalized,대저택프라이빗,연결하는 사운드 배스,1,10,10,10.0,10,10,1.0,1.0,1,1,0,0,0,2026-05-01,2026-05-01,1.0,1.0,1.0,small_capacity_or_niche_strength
50,비전스트롤콜라보옥상요가커피와요가,[비전스트롤 콜라보|옥상요가] 커피와 요가,비전스트롤 콜라보,10,9,6,3,0,7,7,1,5.0,5.0,5.0,5.0,3.0,0,0,1,1,0,1,0,3,0.4117647058823529,0.1,0.6,0.3,180000,31.33,64.46,100.0,68.37,27.71,58.82,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",비전스트롤콜라보커피와요가,비전스트롤콜라보커피와요가,100.0,exact_normalized,비전스트롤 콜라보,커피와 요가,1,10,10,10.0,10,10,1.0,1.0,1,1,0,0,0,2026-05-02,2026-05-02,1.0,1.0,1.0,small_capacity_or_niche_strength
51,연희정음랜드마크봄햇살아래나른한힐링요가,[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가,연희정음,10,10,6,4,0,22,19,1,4.7,5.0,5.0,4.0,1.0,0,1,1,1,0,1,0,-12,0.6875,0.1,0.6,0.4,205000,0.6,64.46,94.0,12.24,44.58,31.25,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",연희정음봄햇살아래나른한힐링요가,연희정음봄햇살아래나른한힐링요가,100.0,exact_normalized,연희정음,봄햇살 아래 나른한 힐링요가,1,10,10,10.0,10,10,1.0,1.0,1,1,0,0,0,2026-04-25,2026-04-25,1.0,1.0,1.0,small_capacity_or_niche_strength
52,연희정음랜드마크부드럽게비기너요가,[연희정음|랜드마크] 부드럽게 비기너요가,연희정음,10,9,7,2,0,7,6,1,5.0,5.0,5.0,5.0,1.0,0,0,1,1,0,0,1,3,0.4117647058823529,0.1,0.7,0.2,172500,31.33,64.46,100.0,12.24,23.49,58.82,"1회권은 25,000원, 패스 예약은 회당 단가 후보의 중간값 17,500원으로 계산한 참가자 결제 반응 추정 지표",연희정음부드럽게비기너요가,연희정음부드럽게비기너요가,100.0,exact_normalized,연희정음,부드럽게 비기너요가,1,10,10,10.0,10,10,1.0,1.0,1,1,0,0,0,2026-04-25,2026-04-25,1.0,1.0,1.0,small_capacity_or_niche_strength
