source_dataset,source_file,source_page,source_row_index,source_line_start,source_line_end,class_name,description_raw,raw_record_text
class,7p.txt,7,2,25,27,[시이작] 테라피 쉬운 요가,"📍 장소 연희로 11나길 5 2층 시이작 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
편한 복장 공용매트는 있습니다 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[시이작] 테라피 쉬운 요가	📍 장소 연희로 11나길 5 2층 시이작 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
편한 복장 공용매트는 있습니다 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,7p.txt,7,3,28,30,[시이작] TCI검사로 나 알아가기,"📍 장소 연희로 11나길 5 2층 시이작 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
편한 복장 공용매트는 있습니다 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[시이작] TCI검사로 나 알아가기	📍 장소 연희로 11나길 5 2층 시이작 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
편한 복장 공용매트는 있습니다 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,7p.txt,7,4,31,33,[시이작]숨쉬는 테라피,"과한 움직임 대신 호흡과 이완에 집중하는 회복 중심 수업입니다. 긴장된 몸을 풀고 신경계를 안정시키는 데 목적이 있습니다. → 초급 가능 / 회복·이완 중심 📍 장소 연희로 11나길 5 2층 시이작 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
편한 복장 공용매트는 있습니다 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[시이작]숨쉬는 테라피	과한 움직임 대신 호흡과 이완에 집중하는 회복 중심 수업입니다. 긴장된 몸을 풀고 신경계를 안정시키는 데 목적이 있습니다. → 초급 가능 / 회복·이완 중심 📍 장소 연희로 11나길 5 2층 시이작 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
편한 복장 공용매트는 있습니다 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,7p.txt,7,5,34,34,[시이작|어린이날 키즈요가] 공룡퀴즈를 맞추며 공룡요가! (5~7세),"공룡이 되어 뛰고 움직이며 배우는, 어린이날 특별 요가 퀴즈로 공룡을 알아보고, 몸으로 직접 표현하는 키즈 요가 클래스입니다. 티라노사우루스, 브라키오사우루스 등 다양한 공룡을 따라하며 놀이처럼 즐겁게 몸을 움직이고 상상력을 키웁니다. 어린이날을 맞아 아이들이 마음껏 뛰고 표현할 수 있는 시간입니다. - 공룡을 좋아하는 아이 - 몸을 움직이며 배우고 싶은 아이 - 어린이날 특별한 활동을 경험하고 싶은 아이 (분리수업 진행 가능한 5~7세) 장소- 서울 서대문구 연희로11나길5 2층 시이작 수업취소- 시작 시간 24시간 전까지 가능	","[시이작|어린이날 키즈요가] 공룡퀴즈를 맞추며 공룡요가! (5~7세)	공룡이 되어 뛰고 움직이며 배우는, 어린이날 특별 요가 퀴즈로 공룡을 알아보고, 몸으로 직접 표현하는 키즈 요가 클래스입니다. 티라노사우루스, 브라키오사우루스 등 다양한 공룡을 따라하며 놀이처럼 즐겁게 몸을 움직이고 상상력을 키웁니다. 어린이날을 맞아 아이들이 마음껏 뛰고 표현할 수 있는 시간입니다. - 공룡을 좋아하는 아이 - 몸을 움직이며 배우고 싶은 아이 - 어린이날 특별한 활동을 경험하고 싶은 아이 (분리수업 진행 가능한 5~7세) 장소- 서울 서대문구 연희로11나길5 2층 시이작 수업취소- 시작 시간 24시간 전까지 가능	"
class,7p.txt,7,6,35,35,[시이작|어린이날 키즈요가] 나는 무엇이든 될 수 있다! 동물요가(5세~8세),"동물처럼 움직이며, 나를 자유롭게 표현하는 놀이 요가 다양한 동물의 움직임을 따라하며 몸과 감정을 함께 표현하는 키즈 요가입니다. 어떤 동물이 되고 싶은지 선택하고, 몸으로 표현하며 자연스럽게 이야기를 나눕니다. 놀이처럼 즐겁게 진행되며, 아이들의 상상력과 표현력을 키워줍니다. - 몸을 움직이며 놀고 싶은 아이 - 감정 표현과 상상력을 키우고 싶은 아이 - 또래와 함께 즐겁게 활동하고 싶은 아이 (5~8세, 분리수업 가능) * 키즈요가 프로그램 내용에 대한 문의는 인스타그램 @flexible_Jinny 로 디엠 문의 바랍니다 장소-서울 서대문구 연희로11나길5 2층 시이작 수업취소- 시작 시간 24시간 전까지 가능	","[시이작|어린이날 키즈요가] 나는 무엇이든 될 수 있다! 동물요가(5세~8세)	동물처럼 움직이며, 나를 자유롭게 표현하는 놀이 요가 다양한 동물의 움직임을 따라하며 몸과 감정을 함께 표현하는 키즈 요가입니다. 어떤 동물이 되고 싶은지 선택하고, 몸으로 표현하며 자연스럽게 이야기를 나눕니다. 놀이처럼 즐겁게 진행되며, 아이들의 상상력과 표현력을 키워줍니다. - 몸을 움직이며 놀고 싶은 아이 - 감정 표현과 상상력을 키우고 싶은 아이 - 또래와 함께 즐겁게 활동하고 싶은 아이 (5~8세, 분리수업 가능) * 키즈요가 프로그램 내용에 대한 문의는 인스타그램 @flexible_Jinny 로 디엠 문의 바랍니다 장소-서울 서대문구 연희로11나길5 2층 시이작 수업취소- 시작 시간 24시간 전까지 가능	"
class,7p.txt,7,7,36,36,[시이작|연희스페셜] 러닝으로 이어지는 명상 with 프라우카,"러닝으로 이어지는 명상 호흡과 발걸음에 집중하며, 러닝을 ‘움직이는 명상’으로 경험하는 시간입니다. 연희동의 골목과 도심 속 자연을 따라 달리며, 나만의 리듬과 감각에 온전히 몰입합니다. 초보자도 참여 가능한 강도로, 부담 없이 몸을 깨우고 하루를 여는 러닝 세션입니다. 집합 장소 시이작 요가원 (연희로 11나길5 2층) 진행 방식 • 가벼운 호흡 정렬 및 몸 깨우기 • 5–7km 라이트 러닝 (초보자 가능 페이스) • 마무리 호흡 및 간단한 정리 준비물 • 편한 러닝화 및 운동복 • 개인 물 (필수) • 가벼운 타월 • 필요 시 선크림 / 모자 추천 대상 • 처음 러닝을 시작해보고 싶은 분 • 달리며 생각을 정리하고 싶은 분 • 요가의 호흡을 움직임 속에서도 느끼고 싶은 분	","[시이작|연희스페셜] 러닝으로 이어지는 명상 with 프라우카	러닝으로 이어지는 명상 호흡과 발걸음에 집중하며, 러닝을 ‘움직이는 명상’으로 경험하는 시간입니다. 연희동의 골목과 도심 속 자연을 따라 달리며, 나만의 리듬과 감각에 온전히 몰입합니다. 초보자도 참여 가능한 강도로, 부담 없이 몸을 깨우고 하루를 여는 러닝 세션입니다. 집합 장소 시이작 요가원 (연희로 11나길5 2층) 진행 방식 • 가벼운 호흡 정렬 및 몸 깨우기 • 5–7km 라이트 러닝 (초보자 가능 페이스) • 마무리 호흡 및 간단한 정리 준비물 • 편한 러닝화 및 운동복 • 개인 물 (필수) • 가벼운 타월 • 필요 시 선크림 / 모자 추천 대상 • 처음 러닝을 시작해보고 싶은 분 • 달리며 생각을 정리하고 싶은 분 • 요가의 호흡을 움직임 속에서도 느끼고 싶은 분	"
class,7p.txt,7,8,37,37,[시이작|연희스페셜] 마인드풀 러닝 Breath & Flow: 움직이는 명상,"요가의 호흡을 러닝의 리듬으로 자연스럽게 이어갑니다. 움직임 속에서 온전히 '나'에게 집중하는 마인드풀 러닝 세션입니다. 숨을 매개로 신체의 감각을 깨우고, 달리기 후 이어지는 깊은 명상을 통해 동적 에너지를 내면의 평온으로 연결하는 흐름을 지향합니다. - 수업 내용 및 난이도: 요가적 호흡을 이어 올바른 러닝자세의 테크닉 학습, 자기 조절 중심의 라이트 러닝(3~5km), 그리고 신체 정렬을 돕는 회복 명상으로 구성된 초·중급 난이도의 힐링 프로그램입니다. - 추천 대상: 달리는 과정에서 마음의 정돈을 경험하고 싶은 분, 호흡과 발걸음의 일치를 통해 '움직이는 명상'의 가치를 느끼고 싶은 분, 나의 첫 달리기를 안전하게 시작하고싶은 모든 분께 추천합니다. 단순한 유산소 운동을 넘어, 요가인들에게 익숙한 '호흡'과 '정렬'의 개념을 러닝에 대입함으로써 요가와 러닝 사이의 긍정적인 시너지를 경험하게 합니다. 이는 축제의 본질인 심신의 조화가 극대화 되기를 기대합니다. 장소: 연희로11나길 5 2층 시이작	","[시이작|연희스페셜] 마인드풀 러닝 Breath & Flow: 움직이는 명상	요가의 호흡을 러닝의 리듬으로 자연스럽게 이어갑니다. 움직임 속에서 온전히 '나'에게 집중하는 마인드풀 러닝 세션입니다. 숨을 매개로 신체의 감각을 깨우고, 달리기 후 이어지는 깊은 명상을 통해 동적 에너지를 내면의 평온으로 연결하는 흐름을 지향합니다. - 수업 내용 및 난이도: 요가적 호흡을 이어 올바른 러닝자세의 테크닉 학습, 자기 조절 중심의 라이트 러닝(3~5km), 그리고 신체 정렬을 돕는 회복 명상으로 구성된 초·중급 난이도의 힐링 프로그램입니다. - 추천 대상: 달리는 과정에서 마음의 정돈을 경험하고 싶은 분, 호흡과 발걸음의 일치를 통해 '움직이는 명상'의 가치를 느끼고 싶은 분, 나의 첫 달리기를 안전하게 시작하고싶은 모든 분께 추천합니다. 단순한 유산소 운동을 넘어, 요가인들에게 익숙한 '호흡'과 '정렬'의 개념을 러닝에 대입함으로써 요가와 러닝 사이의 긍정적인 시너지를 경험하게 합니다. 이는 축제의 본질인 심신의 조화가 극대화 되기를 기대합니다. 장소: 연희로11나길 5 2층 시이작	"
class,7p.txt,7,9,38,40,"[시이작|연희스페셜]TCI 기질검사로 나를 이해하고, ‘긍정감자’ 키링 만들기","나를 이해하고, 나를 응원하는 마음을 직접 만드는 시간 TCI 기질·성격 검사를 바탕으로 나의 타고난 성향을 이해하고, 그 결과를 통해 나만의 결을 있는 그대로 받아들이는 참여형 웰니스 세션입니다. 검사 해석 이후, 나를 응원하는 메시지를 담은 ‘긍정감자’ 키링을 직접 만들며 나를 돌보는 나만의 웰니스 리추얼을 완성합니다. - 나의 성향과 기질을 깊이 이해하고 싶은 분 - 자기이해와 마음 회복에 관심 있는 분 - 의미 있는 체험과 결과물을 함께 얻고 싶은 분 *해당 TCI 프로그램은 클래스 전 검사를 마쳐야하므로 미리 검사 진행을 위해 연락이 갈겁니다! 꼭 사전 응답을 해주셔야 프로그램의 원활한 참여가 가능합니다. 📍 장소 연희로 11나길 5 2층 시이작 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
편한 복장 공용매트는 있습니다 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[시이작|연희스페셜]TCI 기질검사로 나를 이해하고, ‘긍정감자’ 키링 만들기	나를 이해하고, 나를 응원하는 마음을 직접 만드는 시간 TCI 기질·성격 검사를 바탕으로 나의 타고난 성향을 이해하고, 그 결과를 통해 나만의 결을 있는 그대로 받아들이는 참여형 웰니스 세션입니다. 검사 해석 이후, 나를 응원하는 메시지를 담은 ‘긍정감자’ 키링을 직접 만들며 나를 돌보는 나만의 웰니스 리추얼을 완성합니다. - 나의 성향과 기질을 깊이 이해하고 싶은 분 - 자기이해와 마음 회복에 관심 있는 분 - 의미 있는 체험과 결과물을 함께 얻고 싶은 분 *해당 TCI 프로그램은 클래스 전 검사를 마쳐야하므로 미리 검사 진행을 위해 연락이 갈겁니다! 꼭 사전 응답을 해주셔야 프로그램의 원활한 참여가 가능합니다. 📍 장소 연희로 11나길 5 2층 시이작 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
편한 복장 공용매트는 있습니다 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,7p.txt,7,10,41,41,[연남장] 다독이는 빈야사,-	,[연남장] 다독이는 빈야사	-	
class,8p.txt,8,1,22,22,[연남장] 막걸리 요가,-	,[연남장] 막걸리 요가	-	
class,8p.txt,8,2,23,23,[연남장] 명상 흐름의 슬로우 빈야사,"올레벨의 빈야사 수련입니다. 조금씩은 도전적이게도, 숨을 보면서 아사나를 머금어보기도 해요. 중심과 무게를 옮겨보고 균형을 위해 흔들리는 자신의 몸을 느낍니다. 몸 전체를 협동하며 사용하는 움직임 입니다.	","[연남장] 명상 흐름의 슬로우 빈야사	올레벨의 빈야사 수련입니다. 조금씩은 도전적이게도, 숨을 보면서 아사나를 머금어보기도 해요. 중심과 무게를 옮겨보고 균형을 위해 흔들리는 자신의 몸을 느낍니다. 몸 전체를 협동하며 사용하는 움직임 입니다.	"
class,8p.txt,8,3,24,24,[연남장] 바디페인팅 체감명상,-	,[연남장] 바디페인팅 체감명상	-	
class,8p.txt,8,4,25,25,[연남장] 부드럽게 비기너요가,"기본 아사나를 차근차근 익혀가는 친절하고 다정한 시간입니다. 요가가 처음인 분, 오랜만에 다시 요가를 시작하고 싶은 분께 추천해요.	","[연남장] 부드럽게 비기너요가	기본 아사나를 차근차근 익혀가는 친절하고 다정한 시간입니다. 요가가 처음인 분, 오랜만에 다시 요가를 시작하고 싶은 분께 추천해요.	"
class,8p.txt,8,5,26,26,[연남장] 비트박스 버스킹 (무료),-	,[연남장] 비트박스 버스킹 (무료)	-	
class,8p.txt,8,6,27,27,[연남장] 비트박스 오프닝 (무료),-	,[연남장] 비트박스 오프닝 (무료)	-	
class,8p.txt,8,7,28,28,[연남장] 빈야사,-	,[연남장] 빈야사	-	
class,8p.txt,8,8,29,29,[연남장] 삶은요가,-	,[연남장] 삶은요가	-	
class,8p.txt,8,9,30,30,[연남장] 숨비소리 사운드 리추얼,-	,[연남장] 숨비소리 사운드 리추얼	-	
class,8p.txt,8,10,31,31,[연남장] 아빠와 함께 키즈요가,-	,[연남장] 아빠와 함께 키즈요가	-	
class,9p.txt,9,1,22,22,[연남장] 엄마와 함께 키즈요가,-	,[연남장] 엄마와 함께 키즈요가	-	
class,9p.txt,9,2,23,23,[연남장] 요가소년 요가,-	,[연남장] 요가소년 요가	-	
class,9p.txt,9,3,24,24,[연남장] 요기니 살롱의 디제이 파티 (무료),-	,[연남장] 요기니 살롱의 디제이 파티 (무료)	-	
class,9p.txt,9,4,25,25,[연남장] 초급 아쉬탕가 (베지어트 이벤트),-	,[연남장] 초급 아쉬탕가 (베지어트 이벤트)	-	
class,9p.txt,9,5,26,26,[연남장] 하루 정리 요가 & 바이올린 콘서트,-	,[연남장] 하루 정리 요가 & 바이올린 콘서트	-	
class,9p.txt,9,6,27,27,[연남장] 핸드팬 콘서트,-	,[연남장] 핸드팬 콘서트	-	
class,9p.txt,9,7,28,30,[연남장] 호흡으로 몰입하는 아쉬탕가,"아쉬탕가의 흐름을 멋진 공간에서 제대로 시작하는 시간 연남장 커뮤니티허브의 감각적인 공간에서 진행되는 올레벨 아쉬탕가 클래스입니다. 호흡에 맞춰 정해진 순서를 천천히 따라가며, 기본 아사나와 흐름을 익힙니다. 아쉬탕가를 부담 없이 경험할 수 있도록 단계적으로 안내합니다. - 아쉬탕가를 처음 시작해보고 싶은 분 - 기초를 안정적으로 배우고 싶은 분 - 멋진 공간에서 몰입감 있게 수련하고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장] 호흡으로 몰입하는 아쉬탕가	아쉬탕가의 흐름을 멋진 공간에서 제대로 시작하는 시간 연남장 커뮤니티허브의 감각적인 공간에서 진행되는 올레벨 아쉬탕가 클래스입니다. 호흡에 맞춰 정해진 순서를 천천히 따라가며, 기본 아사나와 흐름을 익힙니다. 아쉬탕가를 부담 없이 경험할 수 있도록 단계적으로 안내합니다. - 아쉬탕가를 처음 시작해보고 싶은 분 - 기초를 안정적으로 배우고 싶은 분 - 멋진 공간에서 몰입감 있게 수련하고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,9p.txt,9,8,31,31,[연남장] Being 감각을 깨우는 하타요가,-	,[연남장] Being 감각을 깨우는 하타요가	-	
class,9p.txt,9,9,32,32,[연남장] F45 코치의 저강도 서킷 트레이닝,-	,[연남장] F45 코치의 저강도 서킷 트레이닝	-	
class,9p.txt,9,10,33,35,[연남장|커뮤니티허브] (무료) 요가음악 디제잉 파티,"무료로 즐기는, 몸이 반응하는 요가 음악 디제잉 파티 연남장 커뮤니티허브에서 열리는 요가 음악 디제잉 파티입니다. 요가와 어울리는 리듬과 사운드 속에서 자유롭게 움직이고, 분위기와 에너지에 몸을 맡기며 편안하게 즐기는 시간입니다. 누구나 가볍게 참여해 음악과 공간을 함께 느낄 수 있습니다. - 무료로 부담 없이 참여하고 싶은 분 - 음악에 맞춰 자유롭게 움직이고 싶은 분 - 사람들과 함께 에너지를 나누고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장|커뮤니티허브] (무료) 요가음악 디제잉 파티	무료로 즐기는, 몸이 반응하는 요가 음악 디제잉 파티 연남장 커뮤니티허브에서 열리는 요가 음악 디제잉 파티입니다. 요가와 어울리는 리듬과 사운드 속에서 자유롭게 움직이고, 분위기와 에너지에 몸을 맡기며 편안하게 즐기는 시간입니다. 누구나 가볍게 참여해 음악과 공간을 함께 느낄 수 있습니다. - 무료로 부담 없이 참여하고 싶은 분 - 음악에 맞춰 자유롭게 움직이고 싶은 분 - 사람들과 함께 에너지를 나누고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,10p.txt,10,1,22,24,[연남장|커뮤니티허브] 딥어웨이크 하타,"강해지고 확장되며, 감각을 깊이 깨우는 딥 어웨이크 하타 연남장에서 진행되는 모나 선생님의 딥 어웨이크 하타 클래스입니다. 호흡과 함께 움직임을 쌓아가며, 각 동작의 정렬과 힘의 방향을 섬세하게 느껴봅니다. 코어와 하체 기반을 중심으로 안정감을 만들고, 조용하지만 밀도 있는 강도를 경험합니다. 빠르지 않지만 깊이 있게, 몸과 감각을 깨워가는 수련입니다. - 몸을 정확하게 쓰는 방법을 배우고 싶은 분 - 동작 하나하나의 깊이를 느끼고 싶은 분 - 차분한 분위기에서 집중도 높은 수련을 원하는 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장|커뮤니티허브] 딥어웨이크 하타	강해지고 확장되며, 감각을 깊이 깨우는 딥 어웨이크 하타 연남장에서 진행되는 모나 선생님의 딥 어웨이크 하타 클래스입니다. 호흡과 함께 움직임을 쌓아가며, 각 동작의 정렬과 힘의 방향을 섬세하게 느껴봅니다. 코어와 하체 기반을 중심으로 안정감을 만들고, 조용하지만 밀도 있는 강도를 경험합니다. 빠르지 않지만 깊이 있게, 몸과 감각을 깨워가는 수련입니다. - 몸을 정확하게 쓰는 방법을 배우고 싶은 분 - 동작 하나하나의 깊이를 느끼고 싶은 분 - 차분한 분위기에서 집중도 높은 수련을 원하는 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,10p.txt,10,2,25,27,[연남장|커뮤니티허브] 마인드풀니스 테라피 요가,"쌓인 긴장을 풀고, 몸과 마음의 흐름을 다시 회복하는 시간 연남장 커뮤니티허브에서 진행되는 마인드풀니스 테라피 요가입니다. 어깨와 골반의 긴장을 완화하고 가슴을 열어 호흡의 깊이를 회복하며, 몸에 축적된 스트레스와 감정까지 함께 이완합니다. 각자의 범위 안에서 움직이며 감각을 섬세하게 관찰하고, 제한이 느껴지는 부위에 호흡을 보내 자연스러운 균형을 만들어갑니다. 난이도는 중간 수준이지만 초보자도 무리 없이 참여할 수 있습니다. - 만성 통증이나 몸의 불편함이 있는 분 - 불면, 스트레스, 정서적 긴장을 느끼는 분 - 몸과 마음을 함께 회복하고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[연남장|커뮤니티허브] 마인드풀니스 테라피 요가	쌓인 긴장을 풀고, 몸과 마음의 흐름을 다시 회복하는 시간 연남장 커뮤니티허브에서 진행되는 마인드풀니스 테라피 요가입니다. 어깨와 골반의 긴장을 완화하고 가슴을 열어 호흡의 깊이를 회복하며, 몸에 축적된 스트레스와 감정까지 함께 이완합니다. 각자의 범위 안에서 움직이며 감각을 섬세하게 관찰하고, 제한이 느껴지는 부위에 호흡을 보내 자연스러운 균형을 만들어갑니다. 난이도는 중간 수준이지만 초보자도 무리 없이 참여할 수 있습니다. - 만성 통증이나 몸의 불편함이 있는 분 - 불면, 스트레스, 정서적 긴장을 느끼는 분 - 몸과 마음을 함께 회복하고 싶은 분 📍 장소 서울특별시 서대문구 연희로5길 22 연남장 ⏰ 입장 클래스 10분 전 오픈됩니다.  🧘 준비물
 공용매트 제공 (*공용매트 제공으로 변경됨) / 편한 복장 대기실과 탈의 공간 따로 없음. 
필요하다면 화장실 이용. 🚗 주차 주차 불가능 / 대중교통 이용 요망.  ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
